removed_label,removed_name,kept_labels,kept_names,start_city,end_city,days,season,mtu,pref_label,nature,culture,food,sport,base_score,final_score,gain,baseline_final_score,delta_vs_baseline,runtime_seconds,violations
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",9,summer,8,balanced,0.25,0.25,0.25,0.25,65.4164146,65.4164146,0.0,65.4164146,0.0,0.219493,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",9,summer,8,balanced,0.25,0.25,0.25,0.25,75.738496,85.4770807,9.7385847,87.810414,-2.3333333,0.450214,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",9,winter,8,balanced,0.25,0.25,0.25,0.25,71.0318192,71.0318192,0.0,71.0318192,0.0,0.055364,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",9,winter,8,balanced,0.25,0.25,0.25,0.25,63.1425075,63.1425075,0.0,63.1425075,0.0,0.124177,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",9,winter,8,balanced,0.25,0.25,0.25,0.25,79.7934715,88.4496759,8.6562043,88.4496759,0.0,0.31705,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,8,balanced,0.25,0.25,0.25,0.25,79.4453673,88.400501,8.9551336,89.5898214,-1.1893204,1.193213,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",15,summer,8,balanced,0.25,0.25,0.25,0.25,69.6254289,69.6254289,0.0,69.6254289,0.0,0.439005,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",15,summer,8,balanced,0.25,0.25,0.25,0.25,84.619931,88.3125915,3.6926606,89.5969952,-1.2844037,0.735428,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,8,balanced,0.25,0.25,0.25,0.25,81.63297,84.5053318,2.8723619,84.5053318,0.0,0.597172,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",15,winter,8,balanced,0.25,0.25,0.25,0.25,77.9700568,77.9700568,0.0,77.9700568,0.0,0.256682,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",15,winter,8,balanced,0.25,0.25,0.25,0.25,78.3742269,83.5594121,5.1851852,83.5594121,0.0,0.482925,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,8,balanced,0.25,0.25,0.25,0.25,83.3706149,86.6873083,3.3166935,90.9647268,-4.2774185,1.530006,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",21,summer,8,balanced,0.25,0.25,0.25,0.25,77.2747106,77.2747106,0.0,77.2747106,0.0,0.699623,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",21,summer,8,balanced,0.25,0.25,0.25,0.25,78.4184858,86.5394008,8.120915,89.0130357,-2.4736348,1.775021,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,78.9588538,83.8783954,4.9195416,84.8860621,-1.0076667,0.74754,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,76.1814,76.1814,0.0,76.1814,0.0,0.383287,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,71.8721883,83.6234404,11.751252,83.6234404,0.0,1.546609,-
